set3_id,DataVizRoles_collapsed,RoleAsFreelance,RoleAsEmployee,YearsDataVizExperience_buckets,PayCurrency_cleaned,PayAnnual,PayHourly,PayComparison,Loc1Country,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,EmployChanged,EmployNewWanted,EducLevel,Gender_summarized
gmBC,Hobbyist,[\unasked],Analyst,6-10,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],500–999 employees,No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
toaq,Freelance,[\unasked],Analyst,,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Utilities,"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
vlid,Freelance,"Leadership (Manager, Director, VP, etc.)","Leadership (Manager, Director, VP, etc.)",,USD - United States Dollar,"$140,000 - $159,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,No,Some college,Woman
KjRI,Skipped question,[\unasked],"Leadership (Manager, Director, VP, etc.)",,CAD - Canada Dollar,"$100,000 - $119,999",[^not answered],Somewhat higher,Canada,3,x,[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,No,Bachelor’s degree,Man
WiaE,Skipped question,[\unasked],Scientist,,USD - United States Dollar,"$180,000 - $199,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
BeqA,Hobbyist,[\unasked],None of these describes my role,Less than 1 year,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Mental health,500–999 employees,Yes,No,Bachelor’s degree,Woman
mFHO,Freelance,[\unasked],Designer,6-10,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Much higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
NuxN,Employee,Analyst,Analyst,6-10,USD - United States Dollar,"$120,000 - $139,999",$75 - $99,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],CPG,100–499 employees,Yes,No,Bachelor’s degree,Woman
djpT,Freelance,[\unasked],Analyst,21-25,CAD - Canada Dollar,"$10,000 - $19,999",[^not answered],Much lower,Canada,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Energy; Public Utility,"1,000–4,999 employees",Yes,Yes,Some college,Woman
kHur,Employee,[\unasked],Analyst,More than 30,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Social justice,100–499 employees,No,No,Bachelor’s degree,Woman
XwDM,Academic,[\unasked],Analyst,More than 30,USD - United States Dollar,"$60,000 - $79,999",$30 - $44,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Policy; Advocacy; Research,100–499 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
IGfl,FreelanceAND,[\unasked],None of these describes my role,6-10,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Human rights; Social sciences,Fewer than 20 employees,No,No,Bachelor’s degree,Man
MGxY,Academic,[\unasked],Analyst,1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Tourism,"5,000+ employees",No,No,Bachelor’s degree,Woman
hUKk,Employee,[\unasked],Cartographer,1-5,USD - United States Dollar,"$160,000 - $179,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,Yes,Master’s (or similar graduate degree),Woman
UKdg,Employee,[\unasked],Designer,1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,Data intelligence,100–499 employees,No,Yes,Master’s (or similar graduate degree),Woman
NMPF,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,USD - United States Dollar,"$160,000 - $179,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,No,Yes,Bachelor’s degree,Self-described or Prefer not to say
Cdpq,Employee,[\unasked],Developer,6-10,USD - United States Dollar,"$100,000 - $119,999",$150 - $174,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Research,100–499 employees,No,Yes,Some college,Woman
ERsO,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$80,000 - $99,999",$45 - $59,Somewhat higher,United States,2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,Higher Education,Don’t know,No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
QPLe,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Biotech,500–999 employees,No,Yes,Bachelor’s degree,Man
JHYj,EmployeeAND,[\unasked],Analyst,21-25,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Higher Education,"1,000–4,999 employees",No,No,Master’s (or similar graduate degree),Woman
sdyP,Employee,[\unasked],Analyst,6-10,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,3,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,nonprofits and government agencies,"5,000+ employees",No,Yes,Master’s (or similar graduate degree),Woman
lbdf,Freelance,Developer,Developer,6-10,BRL - Brazil Real,"$20,000 - $39,999",Less than $15,Somewhat higher,Brazil,2,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],500–999 employees,Yes,Yes,High school diploma,Man
Lbvh,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,CAD - Canada Dollar,"$60,000 - $79,999",[^not answered],Similar,Canada,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],500–999 employees,Yes,No,Bachelor’s degree,Man
zCUU,Employee,[\unasked],Analyst,1-5,EUR - Euro Member Countries,"$60,000 - $79,999",$100 - $124,Similar,Germany,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,No,No,Master’s (or similar graduate degree),Woman
rhTK,EmployeeANDFreelanceAND,Analyst,Analyst,6-10,GBP - United Kingdom Pound,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Somewhat lower,United Kingdom,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Higher Education,"1,000–4,999 employees",No,Yes,Master’s (or similar graduate degree),Woman
sWVK,Academic,Analyst,Analyst,11-15,HUF - Hungary Forint,"$60,000 - $79,999",$75 - $99,Much higher,Hungary,2,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",Yes,No,Master’s (or similar graduate degree),Man
hZtU,Academic,[\unasked],Developer,1-5,USD - United States Dollar,"$160,000 - $179,999",[^not answered],Somewhat higher,United States,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Man
QkQp,Employee,[\unasked],Developer,6-10,INR - India Rupee,"$20,000 - $39,999",[^not answered],Similar,India,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
RtWO,Employee,[\unasked],Scientist,6-10,[^not answered],"$20,000 - $39,999",[^not answered],Similar,India,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
tVif,Freelance,[\unasked],Designer,1-5,AUD - Australia Dollar,"$40,000 - $59,999",[^not answered],Similar,Australia,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],20–99 employees,No,Yes,Technical school,Man
uTyB,EmployeeANDFreelanceAND,[\unasked],Analyst,1-5,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Defense and University Research,500–999 employees,No,No,Bachelor’s degree,Man
AGTE,Academic,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,USD - United States Dollar,[^not answered],[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,20–99 employees,No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
lhPD,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,Yes,Master’s (or similar graduate degree),Woman
NCKq,Employee,[\unasked],Developer,6-10,EUR - Euro Member Countries,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Somewhat higher,Germany,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Trade,"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
TzLK,Employee,[\unasked],Analyst,6-10,EUR - Euro Member Countries,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Similar,Greece,3,[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],500–999 employees,No,No,Master’s (or similar graduate degree),Man
dmAV,Hobbyist,[\unasked],Designer,1-5,INR - India Rupee,"$10,000 - $19,999",[^not answered],Somewhat lower,India,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,Yes,Master’s (or similar graduate degree),Self-described or Prefer not to say
Nugz,EmployeeAND,[\unasked],Developer,6-10,HUF - Hungary Forint,[^not answered],[^not answered],Somewhat higher,Hungary,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,Yes,Master’s (or similar graduate degree),Woman
qOWw,Academic,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,USD - United States Dollar,"$100,000 - $119,999",$75 - $99,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,No,No,Master’s (or similar graduate degree),Woman
WEIa,Academic,[\unasked],Designer,16-20,USD - United States Dollar,"$200,000 - $219,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Woman
qjzT,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],"1,000–4,999 employees",No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
XwyX,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,USD - United States Dollar,"$160,000 - $179,999",I am not compensated on an hourly or project basis,Much higher,United States,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Woman
HwKv,Freelance,[\unasked],"Leadership (Manager, Director, VP, etc.)",11-15,USD - United States Dollar,"$200,000 - $219,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,No,Master’s (or similar graduate degree),Man
iwmU,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",Less than 1 year,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Much lower,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,Yes,Master’s (or similar graduate degree),Man
sGcI,Employee,[\unasked],Designer,6-10,USD - United States Dollar,"$180,000 - $199,999",[^not answered],Somewhat higher,United States,2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Man
caPH,Employee,[\unasked],None of these describes my role,6-10,GBP - United Kingdom Pound,"$100,000 - $119,999",[^not answered],Somewhat higher,United Kingdom,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,No,Master’s (or similar graduate degree),Woman
ySsP,Employee,[\unasked],Analyst,6-10,USD - United States Dollar,"$40,000 - $59,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],economic development,20–99 employees,No,Yes,Bachelor’s degree,Woman
mPYQ,Employee,[\unasked],Analyst,16-20,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Much lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Technology,100–499 employees,No,Yes,Bachelor’s degree,Man
pKNL,Hobbyist,[\unasked],Analyst,1-5,EUR - Euro Member Countries,"$40,000 - $59,999",[^not answered],[^not answered],Finland,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],,20–99 employees,Yes,Yes,Master’s (or similar graduate degree),Man
pKBt,Passive income,Journalist,"Leadership (Manager, Director, VP, etc.)",6-10,INR - India Rupee,"$10,000 - $19,999",$15 - $29,Similar,India,2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,Livelihoods Not for Profit,100–499 employees,No,Yes,Bachelor’s degree,Man
QItA,Employee,[\unasked],Analyst,6-10,USD - United States Dollar,"$160,000 - $179,999",[^not answered],Similar,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,Yes,Bachelor’s degree,Man
cGwA,Employee,[\unasked],Engineer,6-10,USD - United States Dollar,"$160,000 - $179,999",$75 - $99,Similar,United States,2,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],20–99 employees,No,No,Master’s (or similar graduate degree),Man
ZAhJ,Employee,[\unasked],None of these describes my role,11-15,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,[^not answered],United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Philanthropy; Grantmaking,100–499 employees,No,No,Bachelor’s degree,Woman
nvoK,Employee,Designer,Designer,6-10,BRL - Brazil Real,"$10,000 - $19,999",Less than $15,Somewhat higher,Brazil,3,[^not chosen],[^not chosen],x,[^not chosen],x,x,[^not chosen],Fewer than 20 employees,No,No,Bachelor’s degree,Woman
QCjX,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat higher,[^not answered],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,No,Master’s (or similar graduate degree),Man
sZMn,Employee,[\unasked],Scientist,6-10,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Construction; environmental,"1,000–4,999 employees",No,No,Bachelor’s degree,Woman
nYVN,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,Fewer than 20 employees,No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
AWlT,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Public Health,"1,000–4,999 employees",Yes,No,Master’s (or similar graduate degree),Woman
UdKT,Hobbyist,None of these describes my role,None of these describes my role,11-15,USD - United States Dollar,[^not answered],$100 - $124,Somewhat higher,Sweden,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,Yes,No,Master’s (or similar graduate degree),Woman
